Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Sweden,1972,4.0,9.8,11.8,3.71,15.935,10.6,7.07,14.14,24.74,14.14,0.637,1.562,1.88,0.591,1.689,1.127,2.253,3.942,2.253,17.77531411677753,12.6264,60.480000000000004,0.06613756613756613,Cold War (1946-1991)
Sweden,1973,4.0,9.8,11.8,3.85,19.287,10.58,7.06,14.11,24.69,14.11,0.771,1.89,2.276,0.743,2.041,1.362,2.721,4.762,2.721,21.03545654220269,14.4446,60.400000000000006,0.0662251655629139,Cold War (1946-1991)
Sweden,1974,4.0,9.8,11.8,3.81,22.572,10.59,7.06,14.12,24.71,14.12,0.903,2.212,2.663,0.86,2.39,1.594,3.187,5.578,3.187,17.032197853476426,16.7446,60.43,0.0661922885983783,Cold War (1946-1991)
Sweden,1975,4.0,9.8,11.8,4.43,28.757,10.5,7.0,13.99,24.49,13.99,1.15,2.818,3.393,1.274,3.019,2.013,4.023,7.043,4.023,27.40120503278398,20.016199999999998,60.080000000000005,0.06657789613848202,Cold War (1946-1991)
Sweden,1976,4.0,9.8,11.8,3.98,33.687,10.56,7.04,14.08,24.65,14.08,1.347,3.301,3.975,1.341,3.557,2.372,4.743,8.304,4.743,17.143651980387364,24.0476,60.33,0.06630200563567049,Cold War (1946-1991)
Sweden,1977,4.0,9.8,11.8,4.31,39.703,10.51,7.01,14.02,24.53,14.02,1.588,3.891,4.685,1.711,4.173,2.783,5.566,9.739,5.566,17.858521091222144,28.8012,60.150000000000006,0.06650041562759766,Cold War (1946-1991)
Sweden,1978,4.0,9.8,11.8,4.6,47.103,10.47,6.98,13.96,24.43,13.96,1.884,4.616,5.558,2.167,4.932,3.288,6.576,11.507,6.576,18.638390046092223,34.3644,59.99,0.06667777962993832,Cold War (1946-1991)
Sweden,1979,4.0,9.8,11.8,4.97,58.436,10.41,6.94,13.89,24.3,13.89,2.337,5.727,6.895,2.904,6.083,4.055,8.117,14.2,8.117,24.0600386387279,41.5372,59.790000000000006,0.06690081953503929,Cold War (1946-1991)
Sweden,1980,4.0,9.8,11.8,7.17,67.71,10.08,6.72,13.45,23.53,13.45,2.708,6.636,7.99,4.855,6.825,4.55,9.107,15.932,9.107,15.870353891436784,49.327799999999996,58.58,0.06828269033799932,Cold War (1946-1991)
Sweden,1981,4.0,10.14,11.8,9.93,66.848,9.62,6.41,12.83,22.45,12.83,2.674,6.778,7.888,6.638,6.431,4.285,8.577,15.007,8.577,-1.2730763550435564,55.96,57.22,0.06990562740300595,Cold War (1946-1991)
Sweden,1982,4.0,8.29,11.8,10.4,60.036,9.83,6.55,13.1,22.93,13.1,2.401,4.977,7.084,6.244,5.902,3.932,7.865,13.766,7.865,-10.190282431785535,60.026599999999995,56.12,0.07127583749109052,Cold War (1946-1991)
Sweden,1983,4.0,8.29,11.8,15.39,57.783,9.08,6.05,12.1,21.18,12.1,2.311,4.79,6.818,8.893,5.247,3.496,6.992,12.238,6.992,-3.75274835098941,62.1626,53.37,0.07494847292486416,Cold War (1946-1991)
Sweden,1984,4.0,8.29,11.8,17.74,58.217,8.73,5.82,11.63,20.36,11.63,2.329,4.826,6.87,10.328,5.082,3.388,6.771,11.853,6.771,0.751085959538278,62.1188,52.080000000000005,0.07680491551459293,Cold War (1946-1991)
Sweden,1985,4.0,8.29,11.8,19.74,62.653,8.42,5.62,11.23,19.66,11.23,2.506,5.194,7.393,12.368,5.275,3.521,7.036,12.318,7.036,7.61976742188708,61.1074,50.980000000000004,0.07846214201647704,Cold War (1946-1991)
Sweden,1986,4.0,8.29,11.8,16.62,79.455,8.89,5.93,11.86,20.75,11.86,3.178,6.587,9.376,13.205,7.064,4.712,9.423,16.487,9.423,26.817550636042963,63.6288,52.7,0.07590132827324478,Cold War (1946-1991)
Sweden,1987,4.0,8.29,11.8,15.39,92.539,9.08,6.05,12.1,21.18,12.1,3.702,7.671,10.92,14.242,8.403,5.599,11.197,19.6,11.197,16.467182682021274,70.1294,53.37,0.07494847292486416,Cold War (1946-1991)
Sweden,1988,4.0,8.29,11.8,12.19,101.127,9.56,6.37,12.74,22.3,12.74,4.045,8.383,11.933,12.327,9.668,6.442,12.884,22.551,12.884,9.280411502177444,78.7982,55.13,0.07255577725376383,Cold War (1946-1991)
Sweden,1989,3.99,8.29,11.8,11.14,104.796,9.72,6.48,12.96,22.68,12.96,4.181,8.688,12.366,11.674,10.186,6.791,13.582,23.768,13.582,3.6281111869233884,88.114,55.73,0.07159519109994618,Cold War (1946-1991)
Sweden,1990,3.97,8.29,11.8,11.69,130.3,9.64,6.43,12.85,22.49,12.85,5.173,10.802,15.375,15.232,12.561,8.378,16.743,29.304,16.743,24.336806748349172,101.64340000000001,55.43,0.0716218654158398,Cold War (1946-1991)
Sweden,1991,3.54,8.38,11.8,10.05,142.103,9.93,6.62,13.25,23.18,13.25,5.03,11.908,16.768,14.281,14.111,9.407,18.829,32.94,18.829,9.05832693783577,114.173,56.61,0.06253312135665078,Cold War (1946-1991)
Sweden,1992,3.27,7.97,11.8,9.13,159.72,10.17,6.78,13.57,23.74,13.57,5.223,12.73,18.847,14.582,16.244,10.829,21.674,37.918,21.674,12.397345587355634,127.60920000000002,57.08,0.057288016818500355,Post-Cold-War (1992-2007)
Sweden,1993,3.29,8.11,11.8,9.97,133.213,10.02,6.68,13.37,23.39,13.37,4.383,10.804,15.719,13.281,13.348,8.899,17.811,31.158,17.811,-16.595917856248445,134.02640000000002,56.669999999999995,0.058055408505382045,Post-Cold-War (1992-2007)
Sweden,1994,3.23,10.18,11.8,12.78,135.922,9.3,6.2,12.4,21.71,12.4,4.39,13.837,16.039,17.371,12.641,8.427,16.854,29.509,16.854,2.033585310742958,140.2516,56.089999999999996,0.05758602246389731,Post-Cold-War (1992-2007)
Sweden,1995,2.81,10.18,11.8,10.69,161.044,9.68,6.45,12.91,22.59,12.91,4.525,16.394,19.003,17.216,15.589,10.387,20.791,36.38,20.791,18.48265917217229,146.40040000000002,57.480000000000004,0.048886569241475296,Post-Cold-War (1992-2007)
Sweden,1996,2.46,11.3,11.8,11.7,165.597,9.41,6.27,12.55,21.96,12.55,4.074,18.712,19.54,19.375,15.583,10.383,20.782,36.365,20.782,2.8271776657311065,151.0992,57.61,0.04270091997917028,Post-Cold-War (1992-2007)
Sweden,1997,3.28,12.69,11.8,12.13,145.355,9.01,6.01,12.02,21.03,12.02,4.768,18.446,17.152,17.632,13.097,8.736,17.472,30.568,17.472,-12.223651394650881,148.2262,57.540000000000006,0.057003823427181084,Post-Cold-War (1992-2007)
Sweden,1998,3.35,12.69,11.8,10.6,143.573,9.23,6.16,12.31,21.55,12.31,4.81,18.219,16.942,15.219,13.252,8.844,17.674,30.94,17.674,-1.2259640191255805,150.2982,58.35000000000001,0.057412167952013704,Post-Cold-War (1992-2007)
Sweden,1999,3.36,12.39,11.8,9.8,141.226,9.4,6.27,12.53,21.93,12.53,4.745,17.498,16.665,13.84,13.275,8.855,17.696,30.971,17.696,-1.6347084758276287,151.35899999999998,58.650000000000006,0.05728900255754475,Post-Cold-War (1992-2007)
Sweden,2000,3.47,12.9,11.8,8.76,128.415,9.46,6.31,12.61,22.07,12.61,4.456,16.566,15.153,11.249,12.148,8.103,16.193,28.341,16.193,-9.07127582739723,144.83319999999998,59.38,0.05843718423711688,Post-Cold-War (1992-2007)
Sweden,2001,3.42,12.79,12.28,7.09,113.986,9.66,6.44,12.89,22.55,12.89,3.898,14.579,13.997,8.082,11.011,7.341,14.693,25.704,14.693,-11.2362262975509,134.51100000000002,60.510000000000005,0.05651958353991075,Post-Cold-War (1992-2007)
Sweden,2002,3.1,13.12,12.56,7.65,126.953,9.54,6.36,12.71,22.25,12.71,3.936,16.656,15.945,9.712,12.111,8.074,16.136,28.247,16.136,11.37595845103785,130.8306,60.64,0.05112137203166227,Post-Cold-War (1992-2007)
Sweden,2003,3.0,12.83,12.78,5.32,159.423,9.91,6.61,13.21,23.12,13.21,4.783,20.454,20.374,8.481,15.799,10.538,21.06,36.859,21.06,25.576394413680646,134.00060000000002,61.940000000000005,0.048433968356474004,Post-Cold-War (1992-2007)
Sweden,2004,2.78,12.91,12.74,4.97,178.246,9.99,6.66,13.32,23.31,13.32,4.955,23.012,22.709,8.859,17.807,11.871,23.742,41.549,23.742,11.806953827239486,141.40460000000002,62.279999999999994,0.04463712267180475,Post-Cold-War (1992-2007)
Sweden,2005,2.74,12.73,12.83,4.76,183.664,10.04,6.69,13.39,23.43,13.39,5.032,23.38,23.564,8.742,18.44,12.287,24.593,43.032,24.593,3.0396194023989187,152.4544,62.38,0.043924334722667525,Post-Cold-War (1992-2007)
Sweden,2006,2.63,12.71,12.92,4.74,191.414,10.05,6.7,13.4,23.45,13.4,5.034,24.329,24.731,9.073,19.237,12.825,25.65,44.887,25.65,4.219661991462664,167.94,62.48,0.04209346991037132,Post-Cold-War (1992-2007)
Sweden,2007,2.69,12.77,13.28,4.5,216.71,10.01,6.68,13.35,23.37,13.35,5.829,27.674,28.779,9.752,21.693,14.476,28.931,50.645,28.931,13.215334301566251,185.8914,62.77,0.04285486697466943,Post-Cold-War (1992-2007)
Sweden,2008,2.37,12.92,13.43,4.03,231.055,10.09,6.72,13.45,23.54,13.45,5.476,29.852,31.031,9.312,23.313,15.527,31.077,54.39,31.077,6.619445341700891,200.21779999999998,63.34,0.037417113988001266,Post-GFC (2008-2019)
Sweden,2009,2.26,13.13,13.7,3.3,208.541,10.14,6.76,13.52,23.66,13.52,4.713,27.381,28.57,6.882,21.146,14.097,28.195,49.341,28.195,-9.744000346237913,206.2768,64.00999999999999,0.0353069832838619,Post-GFC (2008-2019)
Sweden,2010,2.4,13.19,13.49,2.77,231.895,10.22,6.81,13.63,23.85,13.63,5.565,30.587,31.283,6.423,23.7,15.792,31.607,55.307,31.607,11.19875707894371,215.923,64.16,0.03740648379052369,Post-GFC (2008-2019)
Sweden,2011,2.26,13.05,17.69,3.03,261.839,9.6,6.4,12.79,22.39,12.79,5.918,34.17,46.319,7.934,25.137,16.758,33.489,58.626,33.489,12.91274068004915,230.00799999999998,65.92,0.03428398058252427,Post-GFC (2008-2019)
Sweden,2012,2.26,15.08,17.77,2.27,256.721,9.39,6.26,12.52,21.92,12.52,5.802,38.714,45.619,5.828,24.106,16.071,32.142,56.273,32.142,-1.9546362459373912,238.0102,67.29,0.03358597116956456,Post-GFC (2008-2019)
Sweden,2013,2.2,14.89,17.61,2.03,278.684,9.49,6.33,12.66,22.15,12.66,6.131,41.496,49.076,5.657,26.447,17.641,35.281,61.728,35.281,8.555201950755897,247.536,67.31,0.03268459367107414,Post-GFC (2008-2019)
Sweden,2014,2.27,15.05,17.97,1.6,271.822,9.47,6.31,12.62,22.09,12.62,6.17,40.909,48.846,4.349,25.742,17.152,34.304,60.046,34.304,-2.4622870347777437,260.1922,67.73,0.033515428908902994,Post-GFC (2008-2019)
Sweden,2015,2.2,15.19,18.2,1.52,229.63,9.43,6.29,12.58,22.01,12.58,5.052,34.881,41.793,3.49,21.654,14.444,28.887,50.542,28.887,-15.521922434534364,259.73920000000004,67.98,0.03236245954692557,Post-GFC (2008-2019)
Sweden,2016,2.16,15.46,18.28,1.33,233.061,9.42,6.28,12.55,21.97,12.55,5.034,36.031,42.604,3.1,21.954,14.636,29.249,51.203,29.249,1.4941427513826655,253.98359999999997,68.26,0.03164371520656314,Post-GFC (2008-2019)
Sweden,2017,2.12,15.54,18.45,1.18,242.142,9.41,6.27,12.54,21.95,12.54,5.133,37.629,44.675,2.857,22.786,15.182,30.365,53.15,30.365,3.896404803892528,251.06779999999998,68.47999999999999,0.030957943925233652,Post-GFC (2008-2019)
Sweden,2018,2.11,15.52,18.49,1.25,249.15,9.39,6.26,12.53,21.92,12.53,5.257,38.668,46.068,3.114,23.395,15.597,31.218,54.614,31.218,2.8941695368833287,245.161,68.46,0.03082091732398481,Post-GFC (2008-2019)
Sweden,2019,2.27,15.75,18.67,1.06,235.886,9.34,6.23,12.45,21.79,12.45,5.355,37.152,44.04,2.5,22.032,14.696,29.368,51.399,29.368,-5.32370058197873,237.97379999999998,68.66,0.03306146227789106,Post-GFC (2008-2019)
Sweden,2020,2.24,15.31,18.55,0.67,269.002,9.48,6.32,12.64,22.13,12.64,6.026,41.184,49.9,1.802,25.501,17.001,34.002,59.53,34.002,14.038984933400034,245.8482,68.63,0.03263878770217107,COVID era (2020+)
Sweden,2021,2.46,15.55,19.28,0.61,296.689,9.32,6.21,12.42,21.74,12.42,7.299,46.135,57.202,1.81,27.651,18.424,36.849,64.5,36.849,10.292488531683786,258.5738,68.99,0.035657341643716485,COVID era (2020+)
Sweden,2022,2.8,15.28,19.05,1.37,264.454,9.23,6.15,12.3,21.53,12.3,7.405,40.409,50.378,3.623,24.409,16.264,32.528,56.937,32.528,-10.864912416705707,263.0362,68.16,0.041079812206572766,COVID era (2020+)
Sweden,2023,3.16,15.28,19.45,1.37,266.256,9.11,6.07,12.15,21.26,12.15,8.414,40.684,51.787,3.648,24.256,16.162,32.35,56.606,32.35,0.6814039492690549,266.45739999999995,68.14,0.04637511006750807,COVID era (2020+)
Sweden,2024,4.12,15.28,19.45,1.37,278.137,8.97,5.98,11.96,20.93,11.96,11.459,42.499,54.098,3.81,24.949,16.633,33.265,58.214,33.265,4.462246860164676,274.9076,67.62,0.06092871931381248,COVID era (2020+)
Sweden,2025,4.12,15.28,19.45,1.37,307.647,8.97,5.98,11.96,20.93,11.96,12.675,47.009,59.837,4.215,27.596,18.397,36.795,64.391,36.795,10.609879304083947,282.6366,67.62,0.06092871931381248,COVID era (2020+)
Sweden,2026,4.12,15.28,19.45,1.37,318.415,8.97,5.98,11.96,20.93,11.96,13.119,48.654,61.932,4.362,28.562,19.041,38.082,66.644,38.082,3.5001153919914874,286.98179999999996,67.62,0.06092871931381248,COVID era (2020+)
Switzerland,1946,5.38,15.59,7.84,2.04,1.126,10.37,6.92,13.83,24.21,13.83,0.061,0.175,0.088,0.023,0.117,0.078,0.156,0.273,0.156,,1.126,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1947,5.38,15.59,7.84,2.04,1.182,10.37,6.92,13.83,24.21,13.83,0.064,0.184,0.093,0.024,0.123,0.082,0.163,0.286,0.163,4.973357015985802,1.154,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1948,5.38,15.59,7.84,2.04,1.241,10.37,6.92,13.83,24.21,13.83,0.067,0.193,0.097,0.025,0.129,0.086,0.172,0.3,0.172,4.991539763113373,1.183,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1949,5.38,15.59,7.84,2.04,1.303,10.37,6.92,13.83,24.21,13.83,0.07,0.203,0.102,0.027,0.135,0.09,0.18,0.315,0.18,4.995970991136156,1.213,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1950,5.38,15.59,7.84,2.04,1.368,10.37,6.92,13.83,24.21,13.83,0.074,0.213,0.107,0.028,0.142,0.095,0.189,0.331,0.189,4.988488104374533,1.244,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1951,5.38,15.59,7.84,2.04,1.437,10.37,6.92,13.83,24.21,13.83,0.077,0.224,0.113,0.029,0.149,0.099,0.199,0.348,0.199,5.043859649122795,1.3062,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1952,5.38,15.59,7.84,2.04,1.508,10.37,6.92,13.83,24.21,13.83,0.081,0.235,0.118,0.031,0.156,0.104,0.209,0.365,0.209,4.940848990953373,1.3714,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1953,5.38,15.59,7.84,2.04,1.584,10.37,6.92,13.83,24.21,13.83,0.085,0.247,0.124,0.032,0.164,0.11,0.219,0.383,0.219,5.0397877984085016,1.44,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1954,5.38,15.59,7.84,2.04,1.663,10.37,6.92,13.83,24.21,13.83,0.089,0.259,0.13,0.034,0.172,0.115,0.23,0.403,0.23,4.987373737373724,1.512,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1955,5.38,15.59,7.84,2.04,1.746,10.37,6.92,13.83,24.21,13.83,0.094,0.272,0.137,0.036,0.181,0.121,0.241,0.423,0.241,4.99098015634396,1.5876000000000001,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1956,5.38,15.59,7.84,2.04,1.834,10.37,6.92,13.83,24.21,13.83,0.099,0.286,0.144,0.037,0.19,0.127,0.254,0.444,0.254,5.040091638029787,1.6670000000000003,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1957,5.38,15.59,7.84,2.04,1.925,10.37,6.92,13.83,24.21,13.83,0.104,0.3,0.151,0.039,0.2,0.133,0.266,0.466,0.266,4.961832061068705,1.7504000000000002,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1958,5.38,15.59,7.84,2.04,2.021,10.37,6.92,13.83,24.21,13.83,0.109,0.315,0.158,0.041,0.21,0.14,0.28,0.489,0.28,4.987012987012984,1.8378,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1959,5.38,15.59,7.84,2.04,2.123,10.37,6.92,13.83,24.21,13.83,0.114,0.331,0.166,0.043,0.22,0.147,0.294,0.514,0.294,5.047006432459189,1.9298000000000002,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1960,5.38,15.59,7.84,2.04,2.229,10.37,6.92,13.83,24.21,13.83,0.12,0.347,0.175,0.045,0.231,0.154,0.308,0.54,0.308,4.9929345266132685,2.0263999999999998,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1961,5.38,15.59,7.84,2.04,2.507,10.37,6.92,13.83,24.21,13.83,0.135,0.391,0.197,0.051,0.26,0.173,0.347,0.607,0.347,12.47196052041275,2.161,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1962,5.38,15.59,7.84,2.04,2.78,10.37,6.92,13.83,24.21,13.83,0.15,0.433,0.218,0.057,0.288,0.192,0.385,0.673,0.385,10.88950937375348,2.332,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1963,5.38,15.59,7.84,2.04,3.057,10.37,6.92,13.83,24.21,13.83,0.164,0.477,0.24,0.062,0.317,0.212,0.423,0.74,0.423,9.964028776978417,2.5392,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1964,5.38,15.59,7.84,2.04,3.389,10.37,6.92,13.83,24.21,13.83,0.182,0.528,0.266,0.069,0.351,0.235,0.469,0.82,0.469,10.860320575727833,2.7923999999999998,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1965,5.38,15.59,7.84,2.04,3.592,10.37,6.92,13.83,24.21,13.83,0.193,0.56,0.282,0.073,0.372,0.249,0.497,0.87,0.497,5.989967542047814,3.065,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1966,5.38,15.59,7.84,2.04,3.857,10.37,6.92,13.83,24.21,13.83,0.208,0.601,0.302,0.079,0.4,0.267,0.533,0.934,0.533,7.377505567928733,3.3349999999999995,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1967,5.38,15.59,7.84,2.04,4.152,10.37,6.92,13.83,24.21,13.83,0.223,0.647,0.325,0.085,0.431,0.287,0.574,1.005,0.574,7.648431423386048,3.6094,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1968,5.38,15.59,7.84,2.04,4.433,10.37,6.92,13.83,24.21,13.83,0.239,0.691,0.348,0.09,0.46,0.307,0.613,1.073,0.613,6.767822736030826,3.8846000000000003,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1969,5.38,15.59,7.84,2.04,4.804,10.37,6.92,13.83,24.21,13.83,0.258,0.749,0.377,0.098,0.498,0.332,0.664,1.163,0.664,8.369050304534188,4.1676,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1970,5.38,15.59,7.84,2.04,5.351,10.37,6.92,13.83,24.21,13.83,0.288,0.834,0.419,0.109,0.555,0.37,0.74,1.295,0.74,11.386344712739383,4.5194,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1971,5.38,15.59,7.84,2.04,6.43,10.37,6.92,13.83,24.21,13.83,0.346,1.002,0.504,0.131,0.667,0.445,0.889,1.557,0.889,20.164455242010824,5.034000000000001,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1972,5.38,15.59,7.84,2.04,7.886,10.37,6.92,13.83,24.21,13.83,0.424,1.229,0.618,0.161,0.818,0.546,1.091,1.909,1.091,22.643856920684293,5.7808,61.47,0.08752236863510655,Cold War (1946-1991)
Switzerland,1973,5.38,15.59,7.84,1.85,11.833,10.4,6.93,13.87,24.27,13.87,0.637,1.845,0.928,0.219,1.231,0.82,1.641,2.872,1.641,50.05072279989855,7.260800000000001,61.57,0.08738021763846028,Cold War (1946-1991)
Switzerland,1974,5.38,15.59,7.84,1.96,14.339,10.38,6.92,13.85,24.23,13.85,0.771,2.235,1.124,0.281,1.488,0.992,1.986,3.474,1.986,21.17806135384095,9.1678,61.51,0.08746545277190701,Cold War (1946-1991)
Switzerland,1975,5.38,15.59,7.84,2.22,19.122,10.35,6.9,13.8,24.14,13.8,1.029,2.981,1.499,0.425,1.979,1.319,2.639,4.616,2.639,33.356579956761266,11.922,61.370000000000005,0.08766498289066318,Cold War (1946-1991)
Switzerland,1976,5.38,15.59,7.84,2.01,22.426,10.38,6.92,13.84,24.21,13.84,1.207,3.496,1.758,0.451,2.328,1.552,3.104,5.429,3.104,17.278527350695526,15.121199999999998,61.480000000000004,0.08750813272608977,Cold War (1946-1991)
Switzerland,1977,5.38,15.59,7.84,2.64,24.306,10.28,6.86,13.71,23.99,13.71,1.308,3.789,1.906,0.642,2.499,1.667,3.332,5.831,3.332,8.383126727905132,18.4052,61.13,0.08800916080484214,Cold War (1946-1991)
Switzerland,1978,5.38,15.59,7.84,2.55,33.408,10.3,6.86,13.73,24.03,13.73,1.797,5.208,2.619,0.852,3.441,2.292,4.587,8.028,4.587,37.447543816341636,22.7202,61.19,0.08792286321294329,Cold War (1946-1991)
Switzerland,1979,5.38,15.59,7.84,2.45,37.768,10.31,6.87,13.75,24.06,13.75,2.032,5.888,2.961,0.925,3.894,2.595,5.193,9.087,5.193,13.050766283524906,27.406,61.239999999999995,0.08785107772697584,Cold War (1946-1991)
Switzerland,1980,5.38,15.59,7.84,2.58,39.358,10.29,6.86,13.72,24.02,13.72,2.117,6.136,3.086,1.015,4.05,2.7,5.4,9.454,5.4,4.209913153992795,31.453200000000002,61.17,0.08795161026647048,Cold War (1946-1991)
Switzerland,1981,5.38,15.59,7.84,2.93,34.618,10.24,6.83,13.65,23.89,13.65,1.862,5.397,2.714,1.014,3.545,2.364,4.725,8.27,4.725,-12.043294882870049,33.8916,60.97,0.08824011809086436,Cold War (1946-1991)
Switzerland,1982,5.38,15.59,7.84,2.63,37.109,10.28,6.86,13.71,24.0,13.71,1.996,5.785,2.909,0.976,3.815,2.546,5.088,8.906,5.088,7.195678548731865,36.452200000000005,61.14,0.0879947661105659,Cold War (1946-1991)
Switzerland,1983,5.38,15.59,7.84,2.43,37.896,10.31,6.88,13.75,24.07,13.75,2.039,5.908,2.971,0.921,3.907,2.607,5.211,9.122,5.211,2.120779325770017,37.3498,61.25,0.08783673469387755,Cold War (1946-1991)
Switzerland,1984,5.38,15.59,7.84,2.21,36.365,10.35,6.9,13.8,24.14,13.8,1.956,5.669,2.851,0.804,3.764,2.509,5.018,8.778,5.018,-4.040004222081484,37.0692,61.370000000000005,0.08766498289066318,Cold War (1946-1991)
Switzerland,1985,5.38,15.52,7.84,3.53,30.031,10.16,6.77,13.55,23.71,13.55,1.616,4.661,2.354,1.06,3.051,2.033,4.069,7.12,4.069,-17.417846830743855,35.2038,60.620000000000005,0.08874958759485317,Cold War (1946-1991)
Switzerland,1986,5.38,15.73,7.84,3.53,43.05,10.13,6.75,13.51,23.63,13.51,2.316,6.772,3.375,1.52,4.361,2.906,5.816,10.173,5.816,43.35186973460756,36.8902,60.71,0.08861802009553615,Cold War (1946-1991)
Switzerland,1987,5.38,15.45,7.84,3.53,53.913,10.17,6.78,13.56,23.73,13.56,2.901,8.33,4.227,1.903,5.483,3.655,7.311,12.794,7.311,25.23344947735191,40.251,60.58,0.08880818752063388,Cold War (1946-1991)
Switzerland,1988,5.38,16.16,7.84,3.53,58.325,10.07,6.71,13.42,23.49,13.42,3.138,9.425,4.573,2.059,5.873,3.914,7.827,13.701,7.827,8.183554986737906,44.3368,60.91,0.08832703989492695,Cold War (1946-1991)
Switzerland,1989,5.34,15.82,7.84,3.53,56.313,10.12,6.75,13.5,23.62,13.5,3.007,8.909,4.415,1.988,5.699,3.801,7.602,13.301,7.602,-3.44963566223746,48.3264,60.78,0.087857847976308,Cold War (1946-1991)
Switzerland,1990,5.52,17.18,7.84,3.53,71.915,9.89,6.59,13.19,23.08,13.19,3.97,12.355,5.638,2.539,7.112,4.739,9.486,16.598,9.486,27.705858327562026,56.703199999999995,61.28999999999999,0.09006363191385218,Cold War (1946-1991)
Switzerland,1991,5.07,17.17,7.84,3.5,78.218,9.96,6.64,13.28,23.25,13.28,3.966,13.43,6.132,2.738,7.791,5.194,10.387,18.186,10.387,8.764513661962026,63.7368,61.540000000000006,0.0823854403639909,Cold War (1946-1991)
Switzerland,1992,4.73,16.16,7.84,3.97,88.463,10.1,6.73,13.46,23.56,13.46,4.184,14.296,6.935,3.512,8.935,5.954,11.907,20.842,11.907,13.098008131120697,70.6468,61.02,0.07751556866601114,Post-Cold-War (1992-2007)
Switzerland,1993,4.09,16.16,7.84,3.67,92.283,10.24,6.82,13.65,23.89,13.65,3.774,14.913,7.235,3.387,9.45,6.294,12.597,22.046,12.597,4.318189525564375,77.4384,61.54,0.06646083847903803,Post-Cold-War (1992-2007)
Switzerland,1994,3.98,15.51,7.84,4.52,102.72,10.22,6.82,13.63,23.85,13.63,4.088,15.932,8.053,4.643,10.498,7.006,14.001,24.499,14.001,11.309775364910113,86.7198,60.830000000000005,0.06542824264343251,Post-Cold-War (1992-2007)
Switzerland,1995,4.06,15.31,7.84,4.48,119.865,10.25,6.83,13.66,23.91,13.66,4.867,18.351,9.397,5.37,12.286,8.187,16.374,28.66,16.374,16.691004672897193,96.3098,60.72,0.06686429512516469,Post-Cold-War (1992-2007)
Switzerland,1996,3.78,15.28,7.84,3.94,120.019,10.37,6.92,13.83,24.21,13.83,4.537,18.339,9.41,4.729,12.446,8.305,16.599,29.057,16.599,0.12847787093814844,104.67,61.16,0.0618051013734467,Post-Cold-War (1992-2007)
Switzerland,1997,3.6,14.55,7.84,4.04,105.305,10.5,7.0,13.99,24.49,13.99,3.791,15.322,8.256,4.254,11.057,7.371,14.732,25.789,14.732,-12.259725543455612,108.0384,60.87,0.05914243469689503,Post-Cold-War (1992-2007)
Switzerland,1998,3.53,14.55,7.84,4.28,108.363,10.47,6.98,13.96,24.43,13.96,3.825,15.767,8.496,4.638,11.346,7.564,15.127,26.473,15.127,2.9039456815915576,111.2544,60.78,0.058078315235274756,Post-Cold-War (1992-2007)
